,ppid,trialn,timestamp_exp,timestamp_trial,World_x,World_z,WorldYaw,SWA,YawRate_seconds,TurnAngle_frames,Distance_frames,dt,WheelCorrection,AutoFlag
0,P01,0,14.044233368076716,6.644087391532576,-120.0,0.33265265822410583,0.03056246228516102,0.020999999716877937,0.7349999900907278,0.03056246206374465,0.33265265279769096,0.04158158159971137,0,False
1,P01,0,14.059419033880385,6.6595368776414094,-119.99993133544922,0.456395834684372,0.04193136841058731,0.020999999716877937,0.7349999900907278,0.011368905756147669,0.12374319357195418,0.015467899196494272,0,False
2,P01,0,14.277349396790266,6.877178668226647,-119.9986572265625,2.197225332260132,0.2018701285123825,0.020999999716877937,0.7349999900907278,0.15993875923453954,1.7408300559546603,0.21760375699433251,0,False
3,P01,0,14.278133311358365,6.878246023603162,-119.99862670898438,2.2055540084838867,0.20263533294200894,0.020999999716877937,0.7349999900907278,0.0007652041440386723,0.008328752700464294,0.0010410940875580368,0,False
4,P01,0,14.320642489980711,6.9205635250015005,-119.99742889404295,2.544487953186035,0.2337750941514969,0.020999999716877937,0.7349999900907278,0.03113974857658473,0.33893604349835016,0.04236700543729377,0,False
5,P01,0,14.326790650135939,6.926923586591772,-119.99722290039062,2.5955514907836914,0.23846662044525144,0.020999999716877937,0.7349999900907278,0.004691506764230897,0.051064019890958434,0.006383002486369804,0,False
6,P01,0,14.350246810838124,6.950240290793968,-119.99644470214844,2.78205943107605,0.2556022107601166,0.020999999716877937,0.7349999900907278,0.01713555873145835,0.18650948530590486,0.023313685663238104,0,False
7,P01,0,14.364769605486012,6.964901032672364,-119.99591827392578,2.899298429489136,0.2663736343383789,0.020999999716877937,0.7349999900907278,0.010771429745740704,0.11724005323495135,0.014655006654368918,0,False
8,P01,0,14.380771786078556,6.980882989053872,-119.99532318115234,3.0272178649902344,0.2781263589859009,0.020999999716877937,0.7349999900907278,0.01175272807252668,0.1279208514936272,0.0159901064367034,0,False
9,P01,0,14.39740152092104,6.997535362938559,-119.9946746826172,3.160365343093872,0.2903594076633453,0.020999999716877937,0.7349999900907278,0.012233060624523305,0.13314896097359966,0.016643620121699954,0,False
10,P01,0,14.414048159581704,7.014179586768052,-119.99400329589844,3.2935945987701416,0.3026000261306763,0.020999999716877937,0.7349999900907278,0.01224060395328582,0.13323106523334616,0.01665388315416827,0,False
11,P01,0,14.430722266946907,7.030855505256634,-119.99330139160156,3.4270048141479488,0.31485727429389954,0.020999999716877937,0.7349999900907278,0.012257243649082409,0.1334121775709889,0.01667652219637361,0,False
12,P01,0,14.447428672678992,7.047554666495213,-119.99256896972656,3.560567140579224,0.32712849974632263,0.020999999716877937,0.7349999900907278,0.01227122099355128,0.13356431193460594,0.01669553899182574,0,False
13,P01,0,14.464083763248745,7.064212473750031,-119.99180603027344,3.693803310394287,0.3393698036670685,0.020999999716877937,0.7349999900907278,0.01224126954111742,0.13323830972684902,0.016654788715856128,0,False
14,P01,0,14.48076239842239,7.080894127462638,-119.9910125732422,3.82730484008789,0.3516354858875275,0.020999999716877937,0.7349999900907278,0.012265674428286185,0.13350394115539646,0.016687992644424554,0,False
15,P01,0,14.49739937775838,7.097532616068107,-119.99019622802734,3.960405349731445,0.3638643622398377,0.020999999716877937,0.7349999900907278,0.01222884523492272,0.13310307918141007,0.01663788489767626,0,False
16,P01,0,14.513503886821695,7.113637728839213,-119.9893798828125,4.0892581939697275,0.37570294737815857,0.020999999716877937,0.7349999900907278,0.011838588902837344,0.12885539115586653,0.016106923894483316,0,False
17,P01,0,14.530155355144695,7.130289800870003,-119.98851013183594,4.222474098205566,0.3879424333572388,0.020999999716877937,0.7349999900907278,0.012239494640232277,0.13321899107749854,0.016652373884687318,0,False
18,P01,0,14.5468599497534,7.146993791770918,-119.98760223388672,4.356100559234618,0.4002196490764618,0.020999999716877937,0.7349999900907278,0.012277211284038312,0.13362951237616014,0.016703689047020017,0,False
19,P01,0,14.563660232047164,7.163794677772477,-119.98666381835938,4.490509033203125,0.4125687777996063,0.020999999716877937,0.7349999900907278,0.012349094769880102,0.13441191767478244,0.016801489709347806,0,False
20,P01,0,14.580205447798743,7.1803398935240565,-119.98571014404295,4.622852802276611,0.4247281849384308,0.020999999716877937,0.7349999900907278,0.012159402237797677,0.1323472370256411,0.016543404628205142,0,False
21,P01,0,14.596897666397714,7.1970290935840655,-119.9847183227539,4.756357669830322,0.4369943141937256,0.020999999716877937,0.7349999900907278,0.01226611815350682,0.13350877081772694,0.016688596352215868,0,False
22,P01,0,14.613586564603827,7.2137207084752415,-119.98369598388672,4.889901161193848,0.4492639899253845,0.020999999716877937,0.7349999900907278,0.012269667955277105,0.13354740811642785,0.01669342601455348,0,False
23,P01,0,14.63022535506319,7.230358593372919,-119.98265075683594,5.023000240325928,0.4614928364753723,0.020999999716877937,0.7349999900907278,0.01222884523492272,0.13310307918141007,0.01663788489767626,0,False
24,P01,0,14.646875917824502,7.247010665403709,-119.98157501220705,5.156219959259033,0.4737327992916107,0.020999999716877937,0.7349999900907278,0.012239938365454214,0.1332238207398433,0.016652977592480408,0,False
25,P01,0,14.663596510689702,7.263731258268911,-119.98046875,5.289975166320801,0.48602202534675604,0.020999999716877937,0.7349999900907278,0.012289191865012379,0.1337599132592686,0.016719989157408573,0,False
26,P01,0,14.680229867778936,7.2803637097964575,-119.97933959960938,5.423022747039795,0.4982462823390961,0.020999999716877937,0.7349999900907278,0.01222418612009889,0.13305236772686158,0.016631545965857697,0,False
27,P01,0,14.696871676777263,7.297006726210366,-119.97817993164062,5.556173801422119,0.5104799866676331,0.020999999716877937,0.7349999900907278,0.012233726212356213,0.1331562054671167,0.016644525683389592,0,False
28,P01,0,14.71361400312298,7.3137490525560835,-119.97698974609376,5.6901068687438965,0.5227856040000916,0.020999999716877937,0.7349999900907278,0.012305609698198,0.133938610765739,0.016742326345717373,0,False
29,P01,0,14.730238908303125,7.3303727503206435,-119.97577667236328,5.823086261749268,0.5350036025047302,0.020999999716877937,0.7349999900907278,0.012217973967002194,0.1329847524541492,0.01662309405676865,0,False
