,ppid,radius,yawrate_offset,trialn,timestamp_exp,timestamp_trial,trialtype_signed,World_x,World_z,WorldYaw,SWA,YawRate_seconds,TurnAngle_frames,Distance_frames,dt,WheelCorrection,SteeringBias,Closestpt,AutoFlag,AutoFile,OnsetTime
0,P01,80,-0.2,1,1179.9580655511954,0.01654461204384461,5,0.0,0.1323496550321579,0.0034741784911602736,0.1589999943971634,0.21000000182539225,0.0034741783914718147,0.1323496518580214,0.016543706482252674,-5.354999802075326,0.0023090173328768893,26,True,Midline_80_1.csv,8.5
1,P01,80,-0.2,1,1179.974797312655,0.03329508844467455,5,8.121628525259439e-06,0.2662906646728516,0.006990130990743637,0.1589999943971634,0.21000000182539225,0.0035159519524796674,0.1339410255968687,0.01674262819960859,-5.354999802075326,0.0012078535911499092,53,True,Midline_80_1.csv,8.5
2,P01,80,-0.2,1,1179.9914816830528,0.049987608897708924,5,2.440302887407597e-05,0.3997438848018646,0.010493279434740543,0.15299999713897705,0.21000000182539225,0.0035031473100896127,0.1334532297005353,0.016681653712566913,-5.1449998980388045,-0.0003819346639506983,80,True,Midline_80_1.csv,8.5
3,P01,80,-0.2,1,1180.008251478103,0.06675136686999394,5,4.890410127700306e-05,0.5335255265235901,0.014005047269165516,0.1289999932050705,0.21000000182539225,0.003511768257458825,0.13378164674031726,0.016722705842539654,-4.304999760352075,-0.001642441466138137,107,True,Midline_80_1.csv,8.5
4,P01,80,-0.2,1,1180.0247846196987,0.08329235666701608,5,8.132807852234691e-05,0.666174590587616,0.017487086355686188,0.09300000220537186,0.21000000182539225,0.003482038666953944,0.13264909092140442,0.016581136365175553,-3.0450000753626227,0.0009701280967796687,133,True,Midline_80_1.csv,8.5
5,P01,80,-0.2,1,1180.0414698956579,0.0999806511654242,5,0.00012207518739160148,0.7996809482574463,0.02099162898957729,0.052000001072883606,0.21000000182539225,0.003504541875080645,0.13350635598544613,0.01668829449818077,-1.6100000357255342,0.0005820748966555282,160,True,Midline_80_1.csv,8.5
6,P01,80,-0.2,1,1180.0582339554844,0.1167220719494253,5,0.0001710997894406319,0.933491587638855,0.0245041586458683,0.014999999664723871,0.21000000182539225,0.0035125289292981593,0.13381062471489713,0.01672632808936214,-0.3149999864399433,-0.0018088017938721692,187,True,Midline_80_1.csv,8.5
7,P01,80,-0.2,1,1180.0748325993754,0.1333216214022741,5,0.0002279187028761953,1.0663459300994873,0.027991587296128276,-0.006000000052154064,0.21000000182539225,0.0034874267590298586,0.13285435157013126,0.01660679394626641,0.4200000036507845,0.0010383368500077204,213,True,Midline_80_1.csv,8.5
8,P01,80,-0.2,1,1180.0914430155688,0.1499522618064475,5,0.00029295973945409065,1.1994779109954834,0.031486306339502335,-0.012000000104308128,0.21000000182539225,0.003494716530704109,0.13313205715530785,0.01664150714441348,0.6300000054761767,0.0009438243616624444,240,True,Midline_80_1.csv,8.5
9,P01,80,-0.2,1,1180.1082351478074,0.1667564682009015,5,0.0003667607088573277,1.333773851394653,0.03501158207654953,-0.008000000379979609,0.21000000182539225,0.0035252701823443953,0.13429600577910605,0.016787000722388257,0.4900000151246786,0.0016838929926510954,267,True,Midline_80_1.csv,8.5
10,P01,80,-0.2,1,1180.12476496901,0.183286289403668,5,0.00044765148777514696,1.4661500453948977,0.038486458361148834,-0.001000000047497451,0.21000000182539225,0.003474875673967331,0.1323762150004768,0.0165470268750596,0.24500000348780304,0.0008242451839742378,293,True,Midline_80_1.csv,8.5
11,P01,80,-0.2,1,1180.1414752988428,0.19999812850596754,5,0.0005374578759074211,1.5998470783233645,0.04199601337313652,0.004999999888241291,0.21000000182539225,0.0035095496312846407,0.133697127648702,0.01671214095608775,0.03500000573694706,0.0008457965538063137,320,True,Midline_80_1.csv,8.5
12,P01,80,-0.2,1,1180.158024740549,0.21654877762762226,5,0.0006345208967104554,1.7322715520858765,0.0454721599817276,0.0070000002160668364,0.21000000182539225,0.003476143460318473,0.13242451162295765,0.01655306395286971,-0.03500000573694706,0.0018434045477544198,346,True,Midline_80_1.csv,8.5
13,P01,80,-0.2,1,1180.1748032893622,0.23332974127197306,5,0.0007411359692923725,1.8666086196899412,0.04899851232767105,0.0070000002160668364,0.21000000182539225,0.0035263478007595776,0.13433705790885142,0.016792132238606428,-0.03500000573694706,0.001265381039062462,373,True,Midline_80_1.csv,8.5
14,P01,80,-0.2,1,1180.1914943005454,0.25001471537757425,5,0.0008552693761885166,2.0000691413879395,0.052501849830150604,0.0070000002160668364,0.21000000182539225,0.0035033374780255727,0.13346047419327078,0.016682559274158848,-0.03500000573694706,0.0010201380988688873,400,True,Midline_80_1.csv,8.5
15,P01,80,-0.2,1,1180.2081376188135,0.2666613540382059,5,0.0009773153578862548,2.133259057998657,0.05599808692932129,0.0070000002160668364,0.21000000182539225,0.003496237874382778,0.13319001310446765,0.016648751638058457,-0.03500000573694706,0.002599083979517469,427,True,Midline_80_1.csv,8.5
16,P01,80,-0.2,1,1180.2247326404581,0.2832575830982478,5,0.00110707338899374,2.266024112701416,0.05948317050933837,0.0070000002160668364,0.21000000182539225,0.0034850813542635327,0.13276500281790504,0.01659562535223813,-0.03500000573694706,0.0011513111592775813,453,True,Midline_80_1.csv,8.5
17,P01,80,-0.2,1,1180.2413877310275,0.2999132773757083,5,0.0012454008683562279,2.3992648124694824,0.06298074871301651,0.0070000002160668364,0.21000000182539225,0.0034975690500299904,0.133240724557254,0.01665509056965675,-0.03500000573694706,0.0019384276561048208,480,True,Midline_80_1.csv,8.5
