,ppid,trialn,timestamp_exp,timestamp_trial,World_x,World_z,WorldYaw,SWA,YawRate_seconds,TurnAngle_frames,Distance_frames,dt,WheelCorrection,AutoFlag
0,P01,2,148.98694270601754,22.027892205558885,-120.0,0.12255992740392685,0.0,0.010999999940395357,0.0,0.0,0.12255992629934552,0.01531999078741819,-0.38499999791383743,True
1,P01,2,149.00303966873346,22.04448451051826,-120.0,0.25538772344589233,0.0,0.010999999940395357,0.0,0.0,0.1328277884281306,0.016603473553516324,-0.38499999791383743,True
2,P01,2,149.08791947503985,22.129129776347384,-120.0,0.9322431683540344,0.0,0.010999999940395357,0.0,0.0,0.6768554430748281,0.08460693038435352,-0.38499999791383743,True
3,P01,2,149.088392480095,22.129875053616786,-120.0,0.9387680292129515,0.0,0.010999999940395357,0.0,0.0,0.006524873817397747,0.0008156092271747184,-0.38499999791383743,True
4,P01,2,149.12425845817256,22.165568673119708,-120.0,1.1011919975280762,0.0,0.010999999940395357,0.0,0.0,0.1624239592304093,0.020302994903801164,-0.38499999791383743,True
5,P01,2,149.14074088831376,22.18223070632905,-120.0,1.2346500158309937,0.0,0.010999999940395357,0.0,0.0,0.13345805936319266,0.016682257420399086,-0.38499999791383743,True
6,P01,2,149.1573410414744,22.198835085444273,-120.0,1.3674850463867188,0.0,0.010999999940395357,0.0,0.0,0.13283503292177554,0.016604379115221946,-0.38499999791383743,True
7,P01,2,149.17405680467732,22.215531831851678,-120.0,1.5010590553283691,0.0,0.010999999940395357,0.0,0.0,0.13357397125923853,0.016696746407404817,-0.38499999791383743,True
8,P01,2,149.19068593581198,22.2321814890513,-120.0,1.63425874710083,0.0,0.010999999940395357,0.0,0.0,0.13319967242819075,0.016649959053523844,-0.38499999791383743,True
9,P01,2,149.20737694699537,22.248871896526904,-120.0,1.7677795886993408,0.0,0.010999999940395357,0.0,0.0,0.1335208449734182,0.016690105621677276,-0.38499999791383743,True
10,P01,2,149.22428468927612,22.26556954849599,-120.0,1.9012014865875244,0.0,0.010999999940395357,0.0,0.0,0.1334218368956499,0.016677729611956238,-0.38499999791383743,True
11,P01,2,149.26020741588616,22.301559890378737,-120.0,2.1892015933990483,0.0,0.010999999940395357,0.0,0.0,0.2880000096592994,0.036000001207412424,-0.38499999791383743,True
