,ppid,trialn,timestamp_exp,timestamp_trial,World_x,World_z,WorldYaw,SWA,YawRate_seconds,TurnAngle_frames,Distance_frames,dt,WheelCorrection,AutoFlag
0,P01,1,77.01295587107337,13.00046304387658,-120.0,0.5001429319381714,359.94529686495656,-0.02500000037252903,-0.875000013038516,-0.054703133545438015,0.5001429278198657,0.06251786597748321,0,False
1,P01,1,77.02300217244249,13.011620771291033,-120.00008392333984,0.5894820094108582,359.9339619651437,-0.028999999165534977,-1.014999970793724,-0.011334897214060956,0.08933909391305406,0.011167386739131755,0,False
2,P01,1,77.09098631062395,13.07944100280693,-120.0007095336914,1.1317657232284546,359.85566969215864,-0.032999999821186066,-1.1549999937415123,-0.07829227323287956,0.5422841465427837,0.06778551831784796,0,False
3,P01,1,77.09133314075055,13.079974378641296,-120.00072479248048,1.1365543603897097,359.8549783378839,-0.032999999821186066,-1.1549999937415123,-0.0006913555949408711,0.004788610207356214,0.0005985762759195268,0,False
4,P01,1,77.12757039912026,13.116017846809756,-120.00113677978516,1.2988981008529663,359.8315398842096,-0.032999999821186066,-1.1549999937415123,-0.02343845382563009,0.1623442698017925,0.020293033725224063,0,False
5,P01,1,77.14402143645628,13.132663881762626,-120.00152587890624,1.4320658445358276,359.81231370568275,-0.032999999821186066,-1.1549999937415123,-0.019226170266386462,0.1331682796229643,0.016646034952870536,0,False
6,P01,1,77.1606716973637,13.149312331546652,-120.00196075439452,1.5652648210525513,359.79308299720293,-0.032999999821186066,-1.1549999937415123,-0.01923070260261648,0.13319967242819075,0.016649959053523844,0,False
7,P01,1,77.17733252315747,13.165973459194332,-120.00244140625,1.6985456943511963,359.7738404422998,-0.032999999821186066,-1.1549999937415123,-0.019242556405032637,0.13328177668779514,0.016660222085974397,0,False
8,P01,1,77.19402474175644,13.182665074085506,-120.00296783447266,1.8320654630661009,359.75456337630754,-0.032999999821186066,-1.1549999937415123,-0.01927707188861526,0.13352084497364558,0.016690105621705698,0,False
9,P01,1,77.21075197540736,13.199392609590321,-120.0035400390625,1.965891718864441,359.7352420389652,-0.032999999821186066,-1.1549999937415123,-0.01932134932710181,0.13382752853192414,0.016728441066490518,0,False
10,P01,1,77.22734488407451,13.21598099044904,-120.004150390625,2.098563432693481,359.7160873413086,-0.032999999821186066,-1.1549999937415123,-0.01915469881053626,0.13267323923344065,0.016584154904180082,0,False
11,P01,1,77.24400088020596,13.232639703265548,-120.00481414794922,2.231858015060425,359.6968426704407,-0.032999999821186066,-1.1549999937415123,-0.019244648252528456,0.13329626567485775,0.01666203320935722,0,False
12,P01,1,77.2606502355517,13.24929026602686,-120.0055160522461,2.365065574645996,359.6776105761528,-0.032999999821186066,-1.1549999937415123,-0.01923209716760275,0.13320933175282335,0.016651166469102918,0,False
13,P01,1,77.27731136319936,13.265952902944006,-120.00626373291016,2.4983718395233154,359.6583641469478,-0.032999999821186066,-1.1549999937415123,-0.019246391458785917,0.13330833983081902,0.016663542478852378,0,False
14,P01,1,77.29406878223988,13.282707605299466,-120.00706481933594,2.63238787651062,359.63901522755623,-0.032999999821186066,-1.1549999937415123,-0.019348891985703817,0.13401830019427052,0.016752287524283815,0,False
15,P01,1,77.31066259646873,13.299303834359476,-120.00790405273438,2.765169620513916,359.61984446644783,-0.032999999821186066,-1.1549999937415123,-0.01917073630794407,0.13278432146717026,0.016598040183396282,0,False
16,P01,1,77.327348174282,13.31598639363378,-120.0087890625,2.8986053466796875,359.6005792617798,-0.032999999821186066,-1.1549999937415123,-0.01926521808616628,0.1334387407138138,0.016679842589226727,0,False
17,P01,1,77.3439748905855,13.33261612847626,-120.0097198486328,3.0316665172576904,359.58136808872223,-0.032999999821186066,-1.1549999937415123,-0.01921117869272657,0.13306444188276598,0.01663305523534575,0,False
18,P01,1,77.36066016654486,13.34930110258172,-120.0106964111328,3.1651499271392822,359.56209588050837,-0.032999999821186066,-1.1549999937415123,-0.019272190911130475,0.13348703733720413,0.016685879667150516,0,False
19,P01,1,77.37737985384837,13.366021091739128,-120.01171875,3.298908233642578,359.5427839457989,-0.032999999821186066,-1.1549999937415123,-0.019311936013403426,0.13376232809036992,0.01672029101129624,0,False
20,P01,1,77.39401773874606,13.382659580344596,-120.01277923583984,3.43200945854187,359.52356684207916,-0.032999999821186066,-1.1549999937415123,-0.01921710559394285,0.13310549401262506,0.016638186751578132,0,False
21,P01,1,77.4106275512314,13.399269090976048,-120.01388549804688,3.5648834705352783,359.50438252091413,-0.032999999821186066,-1.1549999937415123,-0.01918433331661769,0.13287849988273592,0.01660981248534199,0,False
22,P01,1,77.42733003286283,13.415971572607475,-120.0150375366211,3.698498249053955,359.485091149807,-0.032999999821186066,-1.1549999937415123,-0.0192913661797656,0.13361985305141388,0.01670248163142674,0,False
23,P01,1,77.44396399365986,13.432608551943474,-120.0162353515625,3.8314800262451167,359.466472864151,-0.032000001519918435,-1.1200000531971457,-0.0186182043042682,0.1329871672853642,0.016623395910670524,0,False
