"","ppid","cogload","trialn","RT","disengaged","premature","sab","onsettime","design","simTTLC"
"673",19,"load",15,NA,0,NA,-0.126303321571926,5.5,"random",NA
"674",19,"load",17,NA,0,NA,-0.14926756185773,6.75,"random",NA
"675",19,"load",21,NA,0,NA,0.126303321571925,8.25,"random",NA
"676",19,"load",23,2.96064695679627,1,0,1.89454982357887,8.375,"random",3.52500000000017
"677",19,"load",24,4.55010525708905,1,0,0.447802685573189,8.75,"random",NA
"678",19,"load",25,NA,0,NA,0.0803748410003156,8.875,"random",NA
"679",19,"load",29,1.84137417853731,1,0,-1.29747957614796,7.125,"random",4.44166666666682
"680",19,"load",30,NA,0,NA,0.10333908128612,8,"random",NA
"681",19,"load",32,3.95995374513905,1,0,-0.86115901071767,5.875,"random",5.32500000000013
"682",19,"load",36,7.18359045906527,1,0,-0.287053003572557,7,"random",NA
"683",19,"load",42,NA,0,NA,-0.195196042429338,6.5,"random",NA
"684",19,"load",43,7.9164159251834,1,0,-0.241124523000948,5.75,"random",NA
"685",19,"load",44,7.82443818613705,1,0,-0.218160282715143,6.375,"random",NA
"686",19,"load",45,6.91816472628784,1,0,-0.332981484144166,5.25,"random",8.73333333333361
"687",19,"noload",4,-4.13327088441613,1,1,-1.04487293300411,6.25,"random",4.9166666666668
"688",19,"noload",5,-5.71658366640597,1,1,-2.99683335729749,7.75,"random",2.93333333333344
"689",19,"noload",8,6.89180453423512,1,0,-0.218160282715143,6.375,"random",NA
"690",19,"noload",12,5.28364355548609,1,0,-0.287053003572557,7,"random",NA
"691",19,"noload",15,3.24205391233687,1,0,-0.86115901071767,5.875,"random",5.32500000000013
"692",19,"noload",18,NA,0,NA,0.10333908128612,8,"random",NA
"693",19,"noload",20,5.76708684479576,1,0,-0.332981484144166,5.25,"random",8.73333333333361
"694",19,"noload",21,-5.92437665284876,1,1,0.10333908128612,7.875,"random",NA
"695",19,"noload",23,3.85039879668238,1,0,-0.723373569002844,6,"random",5.9333333333335
"696",19,"noload",27,NA,0,NA,-0.126303321571926,5.375,"random",NA
"697",19,"noload",28,1.92467873495889,1,0,1.89454982357887,8.375,"random",3.52500000000017
"698",19,"noload",29,NA,0,NA,0.0803748410003156,8.875,"random",NA
"699",19,"noload",31,-0.166117465341699,1,1,-0.14926756185773,6.75,"random",NA
"700",19,"noload",34,4.41686765226587,1,0,0.447802685573189,8.75,"random",NA
"701",19,"noload",36,2.98376363369084,1,0,-0.195196042429338,6.5,"random",NA
"702",19,"noload",37,NA,0,NA,-0.126303321571926,7.25,"random",NA
"703",19,"noload",38,9.15030830033799,1,0,-0.126303321571926,5.5,"random",NA
"704",19,"noload",39,5.35868492481222,1,0,-0.310017243858361,6.875,"random",NA
"705",19,"noload",40,-1.64997120296448,1,1,0.126303321571925,8.25,"random",NA
"706",19,"noload",41,1.43358419555909,1,0,-0.424838445287384,7.5,"random",NA
"707",19,"noload",43,4.78378988004556,1,0,-0.241124523000948,5.75,"random",NA
"708",19,"noload",44,-6.49983609234494,1,1,1.43526501786278,8.5,"random",NA
"709",19,"noload",46,-5.39172944762515,1,1,-0.470766925858993,7.375,"random",7.35833333333365
"710",19,"noload",47,1.85878370709611,1,0,-1.29747957614796,7.125,"random",4.44166666666682
"711",20,"load",10,NA,0,NA,-0.14926756185773,6.75,"random",NA
"712",20,"load",11,NA,0,NA,0.126303321571925,8.25,"random",NA
"713",20,"load",17,3.23291594736964,1,0,1.43526501786278,8.5,"random",NA
"714",20,"load",19,NA,0,NA,-0.126303321571926,5.5,"random",NA
"715",20,"load",22,NA,0,NA,0.0803748410003156,8.875,"random",NA
"716",20,"load",23,4.78478577752446,1,0,-0.424838445287384,7.5,"random",NA
"717",20,"load",24,NA,0,NA,-0.126303321571926,5.375,"random",NA
"718",20,"load",26,1.06640199454182,1,0,-2.99683335729749,7.75,"random",2.93333333333344
"719",20,"load",27,6.61065913667449,1,0,-0.218160282715143,6.375,"random",NA
"720",20,"load",28,4.23309117461417,1,0,-0.723373569002844,6,"random",5.9333333333335
"721",20,"load",29,3.99331272614654,1,0,-0.86115901071767,5.875,"random",5.32500000000013
"722",20,"load",30,5.07451266903536,1,0,-0.470766925858993,7.375,"random",7.35833333333365
"723",20,"load",31,5.63469541701522,1,0,-0.287053003572557,7,"random",NA
"724",20,"load",32,5.05792886679444,1,0,-0.310017243858361,6.875,"random",NA
"725",20,"load",33,2.56895961804389,1,0,-1.04487293300411,6.25,"random",4.9166666666668
"726",20,"load",37,8.15057514079308,1,0,-0.195196042429338,6.5,"random",NA
"727",20,"load",39,2.8745839673561,1,0,1.89454982357887,8.375,"random",3.52500000000017
"728",20,"load",40,NA,0,NA,-0.126303321571926,7.25,"random",NA
"729",20,"load",43,6.19960896100952,1,0,-0.332981484144166,5.25,"random",8.73333333333361
"730",20,"load",45,2.54146059982963,1,0,-1.29747957614796,7.125,"random",4.44166666666682
"731",20,"load",47,5.68483584029537,1,0,0.447802685573189,8.75,"random",NA
"732",20,"noload",10,8.52513707268173,1,0,-0.126303321571926,5.375,"random",NA
"733",20,"noload",11,NA,0,NA,0.10333908128612,8,"random",NA
"734",20,"noload",12,2.50036743387318,1,0,-1.04487293300411,6.25,"random",4.9166666666668
"735",20,"noload",13,4.65028717043765,1,0,-0.287053003572557,7,"random",NA
"736",20,"noload",15,4.98353263860229,1,0,0.447802685573189,8.75,"random",NA
"737",20,"noload",19,2.19198736824376,1,0,1.89454982357887,8.375,"random",3.52500000000017
"738",20,"noload",20,5.75018699961766,1,0,-0.241124523000948,5.75,"random",NA
"739",20,"noload",21,9.30026629711472,1,0,-0.126303321571926,5.5,"random",NA
"740",20,"noload",25,NA,0,NA,0.0803748410003156,8.875,"random",NA
"741",20,"noload",27,5.36691249293278,1,0,-0.332981484144166,5.25,"random",8.73333333333361
"742",20,"noload",28,3.56695506968185,1,0,-0.723373569002844,6,"random",5.9333333333335
"743",20,"noload",30,3.90865004538398,1,0,-0.310017243858361,6.875,"random",NA
"744",20,"noload",31,NA,0,NA,-0.126303321571926,7.25,"random",NA
"745",20,"noload",32,NA,0,NA,0.10333908128612,7.875,"random",NA
"746",20,"noload",33,4.15030799848227,1,0,-0.424838445287384,7.5,"random",NA
"747",20,"noload",37,1.36686464880154,1,0,-2.99683335729749,7.75,"random",2.93333333333344
"748",20,"noload",42,NA,0,NA,-0.14926756185773,6.75,"random",NA
"749",20,"noload",45,NA,0,NA,0.126303321571925,8.25,"random",NA
"750",20,"noload",46,-5.84157853485874,1,1,-0.86115901071767,5.875,"random",5.32500000000013
